Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
AEP,https://www.tradingview.com/chart/?symbol=AEP,"American Electric Power Company, Inc.",Utilities,126.07,68608925696,10.2,6.7,-4.71,-7.23,38.18,131.05,120.32,False,True,True,BUY THE DIP,False,52.51,NEUTRAL,5,"Truist Says Data Center Expansion Could Drive Further Upside for American Electric Power (AEP) | American Electric Power (AEP) PT Trimmed by $7, Overweight Rating Maintained | XLU Investors: Watch PJM’s March 2027 Data Center Framework Decision",18.65,18.39,-6953449984.0,157.099,12.58,16.29,51.5,IGNORE
CTAS,https://www.tradingview.com/chart/?symbol=CTAS,Cintas Corporation,Industrials,172.18,68895563776,8.9,9.7,-14.36,1.79,62.68,172.03,187.92,True,False,False,NO CLEAR ENTRY,False,53.81,NEUTRAL,5,2 Large-Cap Stocks to Target This Week and 1 We Ignore | What Are Wall Street Analysts' Target Price for Cintas Corporation Stock? | 3 Market-Beating Stocks on Our Buy List,36.32,31.73,1508147456.0,60.943,41.3,17.57,51.45,IGNORE
IT,https://www.tradingview.com/chart/?symbol=IT,"Gartner, Inc.",Technology,171.28,11467518976,-1.5,17.3,7.54,16.99,63.3,154.27,206.12,True,False,False,NO CLEAR ENTRY,False,61.88,POSITIVE,5,3 Profitable Stocks with Warning Signs | Is Gartner (IT) Offering Opportunity After Sharp Rebound And DCF Versus P/E Gap? | 4 tips for building a strong finance AI bench: Gartner,16.91,11.17,1064192896.0,5293.41,94.88,11.44,51.25,IGNORE
PKG,https://www.tradingview.com/chart/?symbol=PKG,Packaging Corporation of America,Consumer Cyclical,225.32,20075708416,10.6,-15.5,-1.98,3.33,56.15,214.1,211.57,True,True,True,BULLISH TREND,False,58.51,NEUTRAL,5,Fortune Brands Stock Is Down 24%. Here's Why It Seems One Investor Bought $113 Million | KRT or PKG: Which Is the Better Value Stock Right Now? | Packaging Corporation Of America Extension Puts Hydroelectric Compliance In Investor Focus,27.41,18.39,391424992.0,95.185,16.31,8.04,51.13,IGNORE
D,https://www.tradingview.com/chart/?symbol=D,"Dominion Energy, Inc.",Utilities,66.355,58360053760,23.1,-10.2,6.3,4.82,63.98,62.82,60.12,True,True,True,BULLISH TREND,False,68.31,POSITIVE,5,NextEra Energy (NEE) Positions for the Next Decade of Utility Growth | NextEra Energy (NEE) Price Target Raised by $1 at Barclays | NextEra And Dominion Deal Links Utility Scale With AI Power Demand,19.57,17.4,-9948250112.0,154.901,9.79,16.93,51.11,IGNORE
AVY,https://www.tradingview.com/chart/?symbol=AVY,Avery Dennison Corporation,Consumer Cyclical,155.34,11882015744,7.0,4.3,-19.93,-4.72,38.43,164.93,172.58,False,False,False,NO CLEAR ENTRY,False,42.65,NEUTRAL,5,Avery Dennison and TEXAID RFID pilot triples textile sorting speed | Are Wall Street Analysts Predicting Avery Dennison Stock Will Climb or Sink? | What Avery Dennison (AVY)'s RFID Sorting Breakthrough Means For Shareholders,17.49,13.91,809049984.0,164.751,30.86,7.66,51.01,IGNORE
PNR,https://www.tradingview.com/chart/?symbol=PNR,Pentair plc,Industrials,70.48,11389959168,2.6,13.0,-27.95,-10.9,33.4,81.95,98.5,False,False,False,NO CLEAR ENTRY,False,48.47,NEUTRAL,5,AI Data Center Supplier Fluence Soars On Nvidia Partnership | A Look At Pentair (PNR) Valuation After Recent Share Price Weakness | Pentair Stock Outlook: Is Wall Street Bullish or Bearish?,17.71,12.13,574212480.0,54.634,17.61,15.97,50.93,IGNORE
UBER,https://www.tradingview.com/chart/?symbol=UBER,"Uber Technologies, Inc.",Technology,71.7931,146141954048,14.5,-84.6,-5.47,-4.43,34.49,73.74,83.5,False,False,False,NO CLEAR ENTRY,False,52.26,NEUTRAL,5,"As Anthropic Files for IPO, AI Savings Disappoint America’s C-Suites | Why Uber (UBER) Stock Is Trading Up Today | Nvidia Expands Into CPUs As AI Partnerships Grow And Valuation Stretches",17.81,16.43,6536625152.0,48.113,35.31,15.91,50.78,IGNORE
ULTA,https://www.tradingview.com/chart/?symbol=ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,496.33,21707802624,11.8,-5.4,-26.69,-6.7,46.28,524.29,567.01,False,False,False,NO CLEAR ENTRY,False,66.49,POSITIVE,5,"Top market stories to watch Tuesday, June 2 | Stocks Down Pre-Bell Amid Uncertainty Over US-Iran Peace Talks | Broadcom Earnings, Jobs Report: What to Watch This Week",19.36,15.67,900096128.0,77.835,43.59,9.31,50.67,IGNORE
REGN,https://www.tradingview.com/chart/?symbol=REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,594.605,62337810432,19.0,-7.2,-24.7,-15.1,12.38,712.94,693.29,False,False,True,NO CLEAR ENTRY,False,54.1,NEUTRAL,5,Are Options Traders Betting on a Big Move in Regeneron Stock? | 3 Nasdaq 100 Stocks We Find Risky | Regeneron (REGN) Down 12.1% Since Last Earnings Report: Can It Rebound? (Revised),14.51,11.06,3273349888.0,8.612,14.55,29.65,50.63,IGNORE
SWKS,https://www.tradingview.com/chart/?symbol=SWKS,"Skyworks Solutions, Inc.",Technology,79.55,11964794880,-1.0,-44.9,36.16,15.62,67.76,63.89,65.09,True,True,False,BULLISH TREND,False,63.76,POSITIVE,5,Skyworks Exchange Offers And AGM Votes Shape Qorvo Deal Outlook | Cirrus Logic vs. Skyworks: Which Chip Stock is the Smarter Buy? | 1 Unpopular Stock That Should Get More Attention and 2 We Turn Down,33.15,15.46,687837504.0,20.632,6.17,8.93,50.55,IGNORE
TTD,https://www.tradingview.com/chart/?symbol=TTD,"The Trade Desk, Inc.",Communication Services,21.235,9982750720,11.8,-20.0,-12.69,-12.4,50.44,22.27,35.75,False,False,False,NO CLEAR ENTRY,False,66.25,POSITIVE,5,1 Mid-Cap Stock with Competitive Advantages and 2 We Avoid | Assessing Trade Desk (TTD) Valuation After Fresh Sell Rating And Ongoing Share Price Weakness | Forget Nvidia! This Under-the-Radar Supercharged Growth Stock is a Much Smarter Buy for 2026,24.13,9.88,569112640.0,17.264,16.74,14.57,50.4,IGNORE
ON,https://www.tradingview.com/chart/?symbol=ON,ON Semiconductor Corporation,Technology,128.96,50140061696,4.7,,93.98,25.17,69.56,91.6,64.32,True,True,True,BULLISH TREND,False,55.21,NEUTRAL,5,"This SpaceX-Linked Chip Stock Is Surging. Data Center Revenue Could Double in 2027. | Navitas Trades at a Huge Premium: Buy, Hold or Sell the Stock? | Top Stock for AI’s Next Megatrend: Infineon",95.53,30.23,1282174976.0,44.337,7.49,9.46,50.37,IGNORE
ED,https://www.tradingview.com/chart/?symbol=ED,"Consolidated Edison, Inc.",Utilities,103.965,38314188800,6.2,12.9,-6.45,-5.12,43.47,108.75,102.45,False,True,True,BUY THE DIP,False,63.85,POSITIVE,5,Here's Why You Should Add Duke Energy Stock to Your Portfolio Now | Southern Company Approves Rate Cut for Georgia Power Customers | CenterPoint Benefits From Strong Capital Recovery & Rising Demand,17.53,16.02,-833249984.0,106.177,8.73,12.52,50.36,IGNORE
KMB,https://www.tradingview.com/chart/?symbol=KMB,Kimberly-Clark Corporation,Consumer Defensive,97.39,32327669760,2.7,17.9,-10.16,-0.29,50.25,97.62,106.08,False,False,False,NO CLEAR ENTRY,False,62.95,POSITIVE,5,Kimberly-Clark (KMB) Launches New Product Safety Study | CMA gives go-ahead to Suzano and Kimberly-Clark tissue tie-up | Plug Power (PLUG) Says Barrow Green Hydrogen Project Reaches Final Investment Decision,18.84,12.85,1054625024.0,371.264,111.73,12.8,50.34,IGNORE
FOX,https://www.tradingview.com/chart/?symbol=FOX,Fox Corporation,Communication Services,59.19,24870825984,-8.6,-49.3,14.46,3.97,48.82,56.52,57.05,True,True,False,BULLISH TREND,False,72.9,POSITIVE,5,"Top 3 Streaming Stocks to Watch as Monetization Gains Momentum | Consumer Discretionary - Broadcasting Stocks Q1 Earnings: FOX (NASDAQ:FOXA) Best of the Bunch | Sone Capital Management Adds to MarketAxess Stake, According to Recent SEC Filing",15.58,11.22,1406499968.0,67.867,15.2,10.56,50.28,IGNORE
HOOD,https://www.tradingview.com/chart/?symbol=HOOD,"Robinhood Markets, Inc.",Financial Services,88.575,79762235392,15.1,2.7,12.43,20.25,62.14,77.47,103.71,True,False,False,NO CLEAR ENTRY,False,44.12,NEUTRAL,5,"Palantir, XAI, PayPal, and Robinhood stock analysis | Robinhood announces major changes for Fourth of July | 3 S&P 500 Stocks with Solid Fundamentals",43.0,32.29,,140.483,21.46,41.12,50.23,IGNORE
USB,https://www.tradingview.com/chart/?symbol=USB,U.S. Bancorp,Financial Services,54.32,84320919552,4.6,14.8,0.46,-3.52,49.04,54.54,51.41,False,True,True,NO CLEAR ENTRY,False,63.68,POSITIVE,5,U.S. Bancorp (USB) Could Be a Great Choice | Did Ecolab’s (ECL) US$5 Billion Bond Issuance Just Reframe Its Funding-Led Efficiency Story? | Q1 Earnings Outperformers: U.S. Bancorp (NYSE:USB) And The Rest Of The Diversified Banks Stocks,11.39,9.61,,,12.35,29.29,50.09,IGNORE
TSN,https://www.tradingview.com/chart/?symbol=TSN,"Tyson Foods, Inc.",Consumer Defensive,60.1542,21182062592,4.4,3602.2,-5.81,-4.74,20.92,64.15,58.39,False,True,True,NO CLEAR ENTRY,False,52.26,NEUTRAL,5,"Dollar General Beats Q1 Earnings Estimates, Raises FY26 View | Down 12.8% in 4 Weeks, Here's Why Tyson (TSN) Looks Ripe for a Turnaround | 1 S&P 500 Stock to Target This Week and 2 We Question",47.37,13.19,1029000000.0,44.41,2.62,0.81,50.08,IGNORE
GPN,https://www.tradingview.com/chart/?symbol=GPN,Global Payments Inc.,Industrials,73.52,20102713344,63.1,,-5.34,1.56,67.97,69.54,76.76,True,False,False,NO CLEAR ENTRY,False,58.41,NEUTRAL,5,Does PrognoCIS’ New PrognoPay Integration Deepen Global Payments’ Embedded Healthcare Strategy For GPN? | What level of long-term growth is priced in for payments companies? | Global Payments (GPN) Unveils AI-First Genius Handheld for Frontline Operations,27.02,4.54,7124387840.0,95.593,2.94,-7.97,50.07,IGNORE
TRI,https://www.tradingview.com/chart/?symbol=TRI,Thomson Reuters Corporation,Industrials,87.59,38236434432,9.8,5.6,-9.93,-5.08,51.07,87.88,120.19,False,False,False,NO CLEAR ENTRY,False,52.06,NEUTRAL,5,Thomson Reuters (TRI) and Sterne Kessler Launch AI Patent Tool | Thomson Reuters' (TSE:TRI) Problems Go Beyond Weak Profit | Anthropic Expands Push Into Legal Industry With New AI Tools,25.17,17.31,1677874944.0,22.85,12.73,19.93,50.06,IGNORE
AMGN,https://www.tradingview.com/chart/?symbol=AMGN,Amgen Inc.,Healthcare,325.8,175836954624,5.8,4.4,-14.89,-0.47,39.99,339.05,324.18,False,True,True,NO CLEAR ENTRY,False,47.26,NEUTRAL,5,"ASCO 2026: Mixed SCLC result for Legend’s LB2102, Novartis expedites manufacture | Amgen Secures EU Nod for Imdylltra in Lung Cancer Indication | TScan Therapeutics, Inc. (TCRX) Reports Q1 2026 Results With Improved Net Loss",22.66,13.88,7436624896.0,623.754,101.32,20.96,49.88,IGNORE
CPRT,https://www.tradingview.com/chart/?symbol=CPRT,"Copart, Inc.",Industrials,30.535,29414623232,2.1,2.3,-20.29,-8.22,33.43,33.16,39.44,False,False,False,NO CLEAR ENTRY,False,57.54,NEUTRAL,5,Is It Time To Revisit Copart (CPRT) After A 36% One Year Share Price Decline | 3 Nasdaq 100 Stocks for Long-Term Investors | The 5 Most Interesting Analyst Questions From Copart’s Q1 Earnings Call,18.97,18.11,999977152.0,1.059,17.61,33.48,49.7,IGNORE
VST,https://www.tradingview.com/chart/?symbol=VST,Vistra Corp.,Utilities,159.59,53810950144,43.4,,-3.72,2.78,61.18,154.4,172.45,True,False,False,NO CLEAR ENTRY,False,47.29,NEUTRAL,5,Vistra (VST) Valuation Check After Recent Share Price Pullback | Vistra vs. Constellation Energy: The Big Revenue Face-Off | From Bond Proxy to Battleground: Why Utilities Are the Worst Hiding Spot in 2026,26.73,14.56,476875008.0,355.187,42.9,11.53,49.68,IGNORE
ITW,https://www.tradingview.com/chart/?symbol=ITW,Illinois Tool Works Inc.,Industrials,247.595,71233085440,4.6,11.8,-14.43,-3.08,41.93,259.2,258.2,False,False,True,NO CLEAR ENTRY,False,52.45,NEUTRAL,5,3 Reasons ITW is Risky and 1 Stock to Buy Instead | Evercore ISI Trims Outlook for Illinois Tool Works (ITW) with Lower PT | Do Wall Street Analysts Like Illinois Tool Works Stock?,22.99,20.34,2215749888.0,283.22,96.85,19.32,49.5,IGNORE
SYK,https://www.tradingview.com/chart/?symbol=SYK,Stryker Corporation,Healthcare,294.9245,113062486016,2.6,14.2,-23.59,0.07,50.38,318.87,354.36,False,False,False,NO CLEAR ENTRY,False,57.64,NEUTRAL,5,"Should You Buy, Hold or Sell GMED Stock Amid Musculoskeletal Boom? | Is Stryker Stock Underperforming the S&P 500? | GMED's Robotics Leasing Shift Could Build Recurring Revenue",34.1,17.64,4359875072.0,66.295,15.2,13.21,49.46,IGNORE
PAYX,https://www.tradingview.com/chart/?symbol=PAYX,"Paychex, Inc.",Technology,100.11,35868499968,19.9,9.1,7.58,9.01,64.52,91.83,106.71,True,False,False,NO CLEAR ENTRY,False,59.72,NEUTRAL,5,"Rapid7, Sprinklr, and Paychex Stocks Trade Up, What You Need To Know | Will Paychex (PAYX) Beat Estimates Again in Its Next Earnings Report? | A Look Back at HR Software Stocks’ Q1 Earnings: Paychex (NASDAQ:PAYX) Vs The Rest Of The Pack",22.1,16.97,,124.91,,26.63,49.38,IGNORE
LYV,https://www.tradingview.com/chart/?symbol=LYV,"Live Nation Entertainment, Inc.",Communication Services,167.78,39044554752,12.2,,3.69,6.02,54.74,160.23,153.47,True,True,True,BULLISH TREND,False,56.66,NEUTRAL,5,3 Hyped Up  Stocks with Questionable Fundamentals | States Flex Muscle on Antitrust Enforcement as Trump Administration Pulls Back | Could Mark Cuban’s Backing Amid Monopoly Ruling Reshape Live Nation’s Regulatory Risk Narrative (LYV)?,,78.08,2120347904.0,738.269,14.93,0.33,49.33,IGNORE
PEG,https://www.tradingview.com/chart/?symbol=PEG,Public Service Enterprise Group Incorporated,Utilities,78.155,38946308096,19.4,25.4,-6.77,-2.49,48.02,79.88,80.66,False,False,False,NO CLEAR ENTRY,False,45.08,NEUTRAL,5,"Public Service Enterprise (PEG) Sees a $3 Price Target Cut at Truist | Analyst Loweres Public Service Enterprise Group (PEG) Price Target by $5 | Top Analyst Reports for Alphabet, Apple & Micron Technology",17.29,16.64,-171750000.0,141.01,13.44,17.69,49.31,IGNORE
ZTS,https://www.tradingview.com/chart/?symbol=ZTS,Zoetis Inc.,Healthcare,75.74,31752337408,2.9,6.0,-41.01,-33.65,46.63,103.07,124.32,False,False,False,NO CLEAR ENTRY,False,60.36,POSITIVE,5,Why Zoetis Inc. (ZTS) Was Downgraded Following Steep Market Selloff? | Zoetis Lawsuits Challenge Companion Animal Outlook Yet Valuation Screens As Undemanding | Zoetis Inc. (ZTS): Among The Most Oversold S&P 500 Stocks So Far in 2026,12.42,10.2,1780875008.0,286.236,67.75,28.04,49.13,IGNORE
DLTR,https://www.tradingview.com/chart/?symbol=DLTR,"Dollar Tree, Inc.",Consumer Defensive,110.5,21235292160,7.2,9.5,-7.82,16.72,74.45,100.65,109.41,True,True,False,WATCH - OVERBOUGHT,False,67.41,POSITIVE,5,Dollar General Beats Earnings Estimates. The Stock Is Falling Anyway. | Jim Cramer on Dollar General: “We See If It’s as Good as Dollar Tree” | Jim Cramer Highlights the Strong Performance of Best Buy,17.77,14.53,1443624960.0,216.518,33.98,6.51,49.09,IGNORE
SHW,https://www.tradingview.com/chart/?symbol=SHW,The Sherwin-Williams Company,Basic Materials,292.16,72057061376,6.8,7.5,-17.74,-7.89,33.25,318.36,336.45,False,False,False,NO CLEAR ENTRY,False,63.01,POSITIVE,5,"Sherwin-Williams' Growth Timeline Delayed by 'Unsupportive' Housing Market, UBS Says | Meta Platforms upgraded, Okta downgraded: Wall Street's top analyst calls | Here Are Tuesday’s Top Wall Street Analyst Research Calls: CoreWeave, Danaher, Hewlett Packard Enterprise, Intuit, Knight-Swift, Meta Platforms, Starwood Property Trust, Tripadvisor, and More",28.07,21.99,2140024960.0,329.521,60.72,10.86,48.94,IGNORE
CLX,https://www.tradingview.com/chart/?symbol=CLX,The Clorox Company,Consumer Defensive,89.515,10829232128,0.1,2.7,-28.49,2.81,51.1,96.79,107.41,False,False,False,NO CLEAR ENTRY,False,56.78,NEUTRAL,5,"3 Reasons to Sell CLX and 1 Stock to Buy Instead | Stocks Set to Open Higher as AI Optimism Overshadows Fresh U.S.-Iran Hostilities, Jobs Data Awaited | Clorox CEO Search Puts Leadership And Recovery Efforts Under The Spotlight",14.56,14.23,62750000.0,4876.087,546.1,11.18,48.84,IGNORE
RCL,https://www.tradingview.com/chart/?symbol=RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,293.07,78599905280,11.3,28.9,-2.06,10.36,71.91,270.31,291.65,True,True,False,WATCH - OVERBOUGHT,False,55.36,NEUTRAL,5,A Look At Royal Caribbean Cruises (RCL) Valuation After Strong Multi Year Shareholder Returns | Truist Lowers PT on Carnival Corporation (CCL) Stock | Did You Know That Viking Holdings Has Doubled Over the Past Year?,17.88,14.65,-194875008.0,217.312,49.58,24.36,48.73,IGNORE
PSX,https://www.tradingview.com/chart/?symbol=PSX,Phillips 66,Energy,182.855,73312968704,6.9,-56.8,14.98,4.54,60.24,171.6,146.5,True,True,True,BULLISH TREND,False,53.53,NEUTRAL,5,"Zacks Investment Ideas feature highlights: XLE, Valero, Marathon and Phillips 66 | Phillips 66 (PSX) Outperforms Broader Market: What You Need to Know | Oil Stocks Look Poised for Another Leg Higher",18.09,10.74,-1134499968.0,91.385,14.55,3.07,48.73,IGNORE
L,https://www.tradingview.com/chart/?symbol=L,Loews Corporation,Financial Services,105.2499,21657153536,1.4,-6.3,-6.13,-5.72,53.43,107.86,104.35,False,True,True,BUY THE DIP,False,55.44,NEUTRAL,5,1 Unpopular Stock That Deserves a Second Chance and 2 We Question | A Look At Loews (L) Valuation As Recent Price Swings Cool Longer Term Momentum | Loews reports year-over-year drop in profit,13.39,36.29,2084000000.0,45.603,9.22,8.82,48.69,IGNORE
WEC,https://www.tradingview.com/chart/?symbol=WEC,"WEC Energy Group, Inc.",Utilities,110.0,35829821440,9.0,7.9,-4.87,-5.55,44.83,113.37,109.95,False,True,True,BUY THE DIP,False,67.12,POSITIVE,5,Why WEC Energy Group (WEC) Remains a Defensive Utility Play? | Is WEC Energy Group (WEC) Fairly Priced After Recent Dividend Stability Focus? | CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates,22.09,18.32,-2067012480.0,153.184,11.68,16.24,48.67,IGNORE
F,https://www.tradingview.com/chart/?symbol=F,Ford Motor Company,Consumer Cyclical,16.325,65050112000,6.4,430.8,23.46,39.15,72.9,12.75,12.55,True,True,True,WATCH - OVERBOUGHT,False,68.62,POSITIVE,5,Is Tesla's Model Y Driving a Lasting Recovery in Europe? | Three Free Cash Flow and Quality ETFs Quietly Beating Every Other Smart Beta Strategy in 2026 | Tesla Was One of the Greatest Stock IPOs Ever. Why SpaceX Can’t Repeat Its Success.,,8.89,-2247500032.0,425.544,-14.81,-3.22,48.49,IGNORE
XYL,https://www.tradingview.com/chart/?symbol=XYL,Xylem Inc.,Industrials,109.515,26031001600,2.7,14.5,-14.76,-4.7,44.81,116.92,132.89,False,False,False,NO CLEAR ENTRY,False,57.0,NEUTRAL,5,Why Is Xylem (XYL) Down 4.6% Since Last Earnings Report? | 2 Oversold Stocks Primed to Rebound and 1 We Avoid | Here's What We Like About Xylem's (NYSE:XYL) Upcoming Dividend,27.24,17.97,959124992.0,18.354,8.72,10.79,48.41,IGNORE
BX,https://www.tradingview.com/chart/?symbol=BX,Blackstone Inc.,Financial Services,116.8796,142857502720,5.7,3.9,2.28,-6.64,36.54,118.59,139.61,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,Does Blackstone’s TPU Data Center Venture and Record Asia Fundraising Reshape The Bull Case For BX? | Moody’s Negs Blackstone and Golub Private-Credit Funds | Blackstone Raises $13.1 Billion for Asia Fund,29.89,15.51,,72.022,29.53,21.21,48.4,IGNORE
SOLV,https://www.tradingview.com/chart/?symbol=SOLV,Solventum Corporation,Healthcare,76.06,13171668992,-3.0,-91.0,4.19,14.15,55.15,69.8,73.99,True,True,False,BULLISH TREND,False,59.67,NEUTRAL,5,1 Unpopular Stock That Should Get More Attention and 2 We Turn Down | What Are Wall Street Analysts' Target Price for Solventum Stock? | Target the Red-Hot Spin-Off and Merger Space With These ETFs,9.31,10.8,378500000.0,106.46,34.79,17.33,48.37,IGNORE
TFC,https://www.tradingview.com/chart/?symbol=TFC,Truist Financial Corporation,Financial Services,47.885,59665145856,5.2,25.3,-2.33,-4.99,50.58,48.17,46.75,False,True,True,NO CLEAR ENTRY,False,64.15,POSITIVE,5,"The best HELOC lenders of June 2026 | Truist starts FedEx Freight at Hold, Investor Day reinforces measured approach | Why Alphabet Inc. (GOOG) is One of the Best Stocks to Buy Now for Long Term Growth",11.85,9.34,,,8.58,29.62,48.28,IGNORE
HCA,https://www.tradingview.com/chart/?symbol=HCA,"HCA Healthcare, Inc.",Healthcare,368.07,81652580352,4.3,10.9,-30.83,-15.01,8.9,446.69,461.3,False,False,False,NO CLEAR ENTRY,False,46.94,NEUTRAL,5,3 Beaten-Down Stocks to Buy and Hold Forever | HCA Healthcare to Acquire CHCP to Strengthen Workforce Development | HCA Healthcare (HCA) Is Down 6.8% After Q1 EBITDA Miss And Workforce Cuts Are Announced,12.67,11.11,5726000128.0,,,8.89,48.26,IGNORE
